a,b,c,d,e,y
-0.967709198,-0.405466693,0.881964519,0.036576437,0.562508196,0
-0.27152884,-1.02940628,-0.200216509,-0.46896795,0.516740478,1
-0.32577712,-0.820599806,-0.173450152,0.008099204,1.355672301,0
-0.443887597,-0.906286636,0.006138302,0.276019627,0.88261848,0
-0.903559071,-0.282543695,0.836464546,-0.374499746,0.232508623,0
0.384087583,-1.882221502,-1.126996419,-0.007863039,1.16438705,0
-0.84021576,-1.080749525,-0.161033347,1.19335616,1.493355134,0
0.413809534,-1.689252805,-0.928440196,-0.68990811,0.805821795,0
-0.650060618,-0.642385758,0.515566161,-0.670160558,-0.098478738,0
-0.423550416,-0.926494736,0.133902712,0.163208997,0.965873394,0
-0.432625825,-0.814971157,0.231917394,-0.304595842,0.646396408,0
-1.379766577,-0.126331142,0.928751465,0.678439007,0.68034022,0
-0.919107102,-0.349928501,0.846533207,0.209275424,0.518182706,0
-0.544695031,-1.994958667,-0.63927801,2.127582691,-2.675880105,0
0.391475085,-1.67667927,-0.90671042,-0.330198774,0.978716675,0
-1.130330133,-0.319832897,-0.451458415,0.551550398,0.84915274,0
-0.55628864,-0.337483727,0.175069845,-0.252440639,1.460102258,0
-2.131631796,-0.008272442,0.585755053,1.862731731,2.032058367,0
-1.242440781,-0.40944511,0.513918016,0.980836247,1.154142225,0
-1.653714884,0.308950379,1.381168204,0.569617992,0.524362565,0
-0.205011495,-1.180017083,-0.120455098,0.338388948,0.88395588,0
-0.585112801,-1.850194534,-0.708393549,1.807493774,0.762150442,0
0.176515798,-1.350086615,-0.67441187,-0.707051908,0.883364558,0
0.139794188,-1.48090723,-0.672879542,-0.254599278,0.895744047,0
-0.715187715,-0.543380867,0.605383376,0.019045831,0.468675259,0
-0.990465306,-0.781935827,-0.164422289,1.209682202,1.651617252,0
-0.485296144,-1.036807151,-0.009886017,0.367219904,1.072695826,0
-1.336016302,-0.076932293,1.339843819,0.293894653,0.274994571,0
-0.304251364,-1.021569848,-0.010080469,0.242535904,0.859616168,0
-0.647823569,-0.61005115,0.829238694,-0.52788832,-0.109193698,0
0.076803194,-1.298105859,-0.432361261,-0.389279935,0.959369631,0
-0.928008866,-0.312459121,0.858457859,0.001892925,0.817015085,0
0.325708487,-1.220657976,-0.76826456,-1.203463096,1.106533596,0
0.234445199,-1.462509134,-0.601162193,-0.426091354,1.04051858,0
-0.281990794,-1.166106859,0.135949118,0.232257988,0.601614883,0
-0.878869384,-0.952078579,-0.271893925,1.250571245,1.610398982,0
-0.744473587,-0.872545763,0.855428718,0.083547281,-1.617022983,1
-1.480133995,0.255121983,1.426560732,0.004882238,0.181819728,0
-0.004894598,-1.274134579,-0.449578841,-0.326745728,1.007012114,0
-0.284893103,-1.522112254,-0.608238849,0.854127158,1.294335801,0
-0.602836981,-0.870436095,0.355144842,0.36815552,0.633386841,0
-0.064696873,-1.317080089,-0.383356457,-0.09818954,0.723539141,0
-0.7432879,-0.596712526,0.877555114,-0.566761026,-0.117742146,0
0.4456284,-1.496962472,-0.677019791,-2.014482548,-0.281853958,1
0.562926265,-2.294662519,-1.038480833,0.180289302,-0.588511963,0
-0.402330126,-1.059267805,-0.045605748,0.500856756,0.846329011,0
-0.276559074,-1.686095491,-0.197686186,1.34489034,-0.478206827,0
-0.540663635,-0.944332791,0.285767073,0.379813689,0.670589967,0
-0.56179396,-0.554278004,0.271818148,-0.180978638,1.102731012,0
-0.762580492,-0.580117894,0.546241322,0.104172226,0.562612208,0
-1.368953313,-0.216995202,1.057224588,1.263439839,-0.158196985,0
0.168839799,-1.307346302,-0.551245998,-0.947633288,0.863009218,0
0.46712517,-2.186335676,-1.290929816,0.079562625,1.324817014,0
-0.047870137,-1.994230037,-1.36223483,0.903192522,2.048497708,0
-1.51773065,0.647820154,0.153593939,-0.23957647,0.920770634,0
-0.793827886,-0.549540651,0.388437175,0.307381512,1.07620665,0
-0.42301272,-1.478716533,-1.113029555,0.424625313,1.981139097,0
0.15776543,-1.446788436,-0.577235588,-0.502402327,0.878066461,0
-0.234183271,-1.194877615,0.018897384,0.005275738,0.939547253,0
-1.478629643,-0.757580147,-0.05540361,1.974148878,2.102638115,0
-0.737890731,-0.067511576,-0.043867434,-1.748511264,-0.837890244,0
-0.886841949,-1.059238216,0.502182697,1.529470478,-0.34751339,0
-0.027386576,-2.485491444,-1.171192215,1.457548961,-2.703406322,0
0.223876174,-1.800500692,-0.606299271,-0.171947176,0.929232198,0
-0.056687563,-1.346739712,-0.462570249,0.192765872,1.003527523,0
-1.858975601,0.268128941,1.203248937,1.14366392,1.006894651,0
-0.76115083,-1.098527217,-0.131964305,0.698845395,1.073500174,0
-0.488098179,-0.950920792,0.265446309,0.163236073,0.574913432,0
-0.953128964,-0.774848261,0.007515423,1.031905939,1.357457386,0
-0.578048536,-0.917207432,0.246644872,0.257648707,0.666329774,0
-0.437708367,-1.144572726,0.191012628,0.746211875,-0.149267819,0
-0.646609497,-0.669691208,0.586101806,-0.280291286,0.154547955,0
-1.000299445,-0.567835018,0.282258471,0.666048203,0.842574217,0
-0.829124961,-0.015886325,0.631682575,-0.67229078,1.119915974,0
-0.178187934,-1.212180902,-0.043134203,-0.223027731,0.712559915,0
-0.257850495,-1.152111051,-0.065471654,-0.040952594,0.690346997,0
0.097141253,-1.487634887,-0.573383537,-0.203156947,0.913158195,0
0.058586825,-1.381226588,-0.524526035,-0.240928709,1.037474964,0
-0.559205409,-0.681717305,-0.849032533,0.144606818,0.620041182,0
-0.401947743,-1.145938677,-0.171425327,0.656585781,1.009158475,0
-0.244900385,-0.807090106,0.102653341,-1.06864197,0.462986932,1
-0.053444359,-1.221135426,-0.424331817,-0.555344241,0.532403629,0
-0.043384355,-1.235141164,-0.36042667,-0.685729527,0.710082444,0
-0.535204955,-0.521912813,0.039472979,-0.063404447,1.365259457,0
-0.292951632,-0.995900439,-0.151384985,0.167975154,1.147245348,0
0.216995226,-1.603126527,-0.62655141,-0.410399589,0.792567504,0
-0.428380404,-0.849418547,0.38975515,-0.748466351,-0.109907014,0
-0.464447543,-0.896790371,0.203855911,0.117104389,0.815934797,0
-0.463183554,-0.975953979,0.230424136,0.181321805,0.626224247,0
-0.630150364,-0.892771161,0.544246622,0.334942587,0.602774389,0
-1.079105525,-1.073448124,-0.446064332,1.718726991,1.932600616,0
0.677387933,-2.067476892,-1.203270368,-0.972362297,0.489928805,0
0.516939297,-1.954874971,-1.207846488,-0.355860814,1.009654943,0
-0.425754119,-0.908880307,0.136240577,0.134149327,0.977468459,0
0.457099401,-1.902994634,-1.141295916,-0.258104903,1.108520989,0
-0.983462997,-0.847058108,0.84358497,1.398432047,-0.714735789,0
-0.381822535,-1.098073631,0.078808338,0.433428024,0.928795179,0
0.425997582,-2.208020724,-1.4178613,0.30617418,1.514761877,0
-0.496486632,-1.120830982,0.173931754,0.238034433,0.660178439,0
-1.327772771,-0.39372981,0.285132697,1.34335854,1.441610682,0
-0.426100297,-0.82196386,0.152082457,-0.081012239,0.97876318,0
-0.735242381,-0.853332125,0.520305032,0.51824971,0.774582284,0
-1.005887623,-0.357016646,0.821525083,0.384190554,0.593017348,0
-2.20353379,0.590794462,0.221789383,1.115619912,0.91784675,0
-2.045086807,0.440633765,0.566623459,1.02321807,-0.715725625,0
-0.370402282,-0.993417042,0.065497419,0.029031838,0.561355254,0
-0.689545562,-0.758861873,0.544044475,0.264278964,0.620771721,0
-1.673393359,-0.196676815,1.053028414,1.734177314,-0.066701473,0
0.304803665,-1.826923987,-0.921296122,-0.74991912,0.637021445,0
-0.204905629,-1.176964353,0.0392043,0.018796542,0.639022123,0
0.258794839,-1.637081201,-0.605944359,-0.191231794,0.677867349,0
-0.975083074,-1.343332379,-0.734254462,2.01583582,2.220996632,0
-1.914095686,0.322895297,1.011309244,1.139941075,1.444474983,0
-0.160413866,-0.898871116,-1.416375976,-0.466267577,0.914201295,0
-0.812989153,-0.208230554,0.968392258,-1.428482824,-0.616017806,1
-0.787707746,-0.20606031,0.134846466,-1.140071422,-0.604625168,0
-0.961972011,-0.482449342,0.575389412,0.463818948,0.719632502,0
0.004972183,-1.971145562,-1.376985744,0.610467609,1.951164825,0
-1.780530931,0.427230301,1.403448717,0.578426539,0.627575467,0
-1.265374633,-0.17544358,0.885289264,0.272085745,0.440020622,0
0.321378886,-1.496141493,-0.702249644,-0.670454368,1.070395275,0
-0.956688647,-0.433483204,0.786977104,0.365444586,0.515659838,0
-0.881701846,-0.266632824,-0.339192755,-0.18953362,0.399486734,0
-0.845329027,-0.613426577,0.030383217,0.335061921,0.989896841,0
-0.409327129,-0.987715569,0.279108654,0.152746811,0.542897082,0
-0.275714327,-1.074664007,0.114723093,0.08590505,0.751196215,0
-0.229201872,-0.859826488,0.213863584,-0.894128,0.31930074,1
-0.282015201,-1.110897333,0.18670088,-0.031030401,0.417906732,0
0.783411394,-2.149083064,-1.370577894,-0.42276935,0.941092259,0
0.192372207,-1.550657885,-0.598905113,-0.184588522,0.840596013,0
-0.899135854,0.38169929,-0.414665651,-0.65378925,1.2642418,0
-0.353149995,-1.015981187,0.210736079,-0.049554751,0.371204749,0
-0.923540676,-0.384381793,0.792841438,0.310370687,0.484980535,0
-0.99210871,-0.346186382,0.506419316,0.529161271,1.109067181,0
0.119993405,-1.428600311,-0.324647031,-0.543274348,0.72610655,0
-0.161256127,-1.178694827,-0.147858226,0.02143643,0.594566363,0
-0.864044024,-0.294580451,0.671254057,0.181166566,0.902361075,0
-0.571959312,-0.729113953,0.336430494,0.223047039,0.797681558,0
-0.959047577,-0.208308535,0.81069773,0.111778714,0.672479068,0
-1.424623455,-0.207954131,0.593057945,1.268173204,0.487307577,0
-0.556494754,-0.682174387,0.273550872,0.060810142,0.592613132,0
-0.399022608,-0.886549936,0.01584467,0.305540101,0.893573071,0
-0.253164728,-0.515642904,-0.923974153,-1.287366158,0.327718211,0
0.12260844,-1.360712449,-0.380521903,-0.914856958,0.692617238,0
-0.528749916,-0.645574746,0.292430512,-0.009261051,0.889990373,0
-0.424744833,-0.710285826,0.257000919,-0.366311632,0.993458333,0
-0.344691637,-1.476870127,-0.012544875,1.387534547,-0.503222831,0
-0.705461443,-1.083873253,0.653364036,1.141397146,-0.943251804,0
-0.462942503,-0.980551847,-0.56774546,0.238956536,-1.222836917,0
-1.183233482,-0.10427578,-0.324169912,0.311431642,0.679391555,0
-0.156895962,-1.282144885,-0.223895721,0.337601802,-0.149028428,0
-2.70382362,-0.496674327,-0.612263769,4.00531703,3.919477146,0
-0.529221557,-1.322593928,0.470405142,1.192493688,-0.722819631,0
-0.260476972,-0.908350882,-0.093031861,-0.367893739,0.776753637,0
-0.454925777,-0.940150991,0.223662649,0.32921087,0.727836505,0
-0.379969812,-1.454198521,0.058413239,1.320724915,-0.682963381,0
-0.602667971,-0.622985615,0.550614441,-0.438871133,-0.001968655,0
-0.161024647,-1.293460172,-0.319782049,0.303567018,0.793539579,0
-0.464831138,-1.329686565,0.128086388,1.407285534,-0.451646587,0
-1.457055689,0.443004018,0.560925513,0.302665184,1.885802637,0
-0.198640454,-1.618536734,-0.10068739,1.122269039,-0.727634071,0
0.249131991,-1.587604051,-0.667884662,-0.249258928,0.95096178,0
0.444974774,-1.647424785,-1.006209462,-0.532915793,1.004378169,0
-0.094549625,-1.203891498,0.03946546,-0.804921364,0.133045093,0
-0.775759072,-0.625314313,0.650768654,0.141744079,0.583588275,0
-0.335189578,-0.624729909,-0.053270844,-0.393736193,1.382397098,0
-0.74681532,-0.590415379,0.624190175,0.247650228,0.46502575,0
-1.015501975,-0.402450175,0.936127803,0.672651774,-0.585131917,0
-0.045392189,-1.320696883,-0.345221235,-0.674385935,0.490295816,0
-0.166093614,-0.807829604,0.042427988,-1.183111192,0.694075637,0
-0.513273836,-0.416908824,0.023278422,-0.210165995,1.784447396,0
-0.148318287,-1.599883125,-0.117016791,0.92803588,-0.663227158,0
-0.595753402,-0.780238991,0.60289539,-0.012675587,0.381571621,0
-0.341309984,-0.68521483,-0.933239231,-0.423403623,0.379078428,0
0.095037346,-1.270607982,-0.298236433,-0.937691297,0.323420338,1
-0.035275835,-1.13272455,-0.371505444,-0.430313207,0.946216324,0
0.335819035,-1.597530569,-0.878976733,-0.344562114,0.99822137,0
-0.00395155,-1.356236052,-0.620138528,-0.271850816,0.961541574,0
0.254395708,-1.426814466,-0.676772416,-0.562258416,1.10548841,0
-0.266744201,-0.909918861,0.265581118,-0.90403807,-0.088417597,1
-0.487267026,-0.913771704,0.260077397,0.379144838,0.671326062,0
-0.301007296,-1.364901517,-0.502359505,0.503747167,1.25321301,0
-0.566694724,-0.597313363,0.326394765,0.003350623,0.907746096,0
-0.43654279,-1.927967716,-0.588522484,1.72115008,-2.964647191,0
-0.888739446,-0.528722087,0.474521921,0.406579206,0.744639319,0
-0.40139303,-1.011003545,0.02841521,0.487119453,0.768089708,0
0.233610899,-1.555982633,-0.62780891,-0.347870372,0.849714451,0
-0.461792745,-0.926306091,0.031075952,0.252483801,0.702223869,0
-0.995215411,-0.246028366,0.829577295,0.327457363,0.681334312,0
-0.534306275,-1.209788629,0.447659455,0.859462287,-0.958002798,0
0.342214439,-1.670422779,-0.685652037,-0.551270422,0.640549824,0
-0.610469719,-0.452610022,-0.612726769,-0.102785472,0.321810056,0
0.233956923,-1.559267714,-0.501460603,-0.486434715,0.697759081,0
-0.780041024,0.072892844,-0.504227763,-0.512502009,0.852241788,0
0.409360584,-1.663586716,-0.94226297,-0.430025517,0.974991354,0
-0.472911136,-0.653954601,0.105432066,-0.044180216,0.962242577,0
-0.135029326,-1.16875533,-0.164123061,-0.491372576,0.252529846,1
-0.35811602,-1.097319801,-0.002225262,0.218655358,0.677381384,0
-0.57382065,-0.766742649,0.369358482,0.204623066,0.624311696,0
0.514395852,-1.841841244,-1.094518692,-0.198825582,1.152164048,0
0.285784709,-1.121270028,-0.688964059,-1.290345703,1.303832437,0
-0.51581783,-0.90443277,-0.808307107,0.445312108,-0.82096628,0
-1.041507274,-0.046870331,0.181657467,-0.233774243,0.055226501,0
-0.418158817,-0.983944741,0.190038221,0.313447904,0.716309148,0
-0.311898465,-0.89586447,0.530845979,-1.248247402,-0.495164422,0
0.5754276,-1.868978612,-1.03393757,-0.672260974,0.644661654,0
-1.796798113,0.020612235,0.580135319,1.270395694,2.125382059,0
-0.336380467,-0.277715556,-0.175894487,-0.733909774,1.921278767,0
-0.314634041,-1.226929277,-0.335006919,-0.119024119,0.450568669,0
-0.689138436,-0.367712959,-0.548072846,-0.029521335,0.37215592,0
-0.363673674,-0.552799829,-0.894788245,-0.691581997,0.547952642,0
0.174902514,-1.424278407,-0.46098284,-0.757631501,0.382121441,0
-1.532566717,2.603805578,1.171626921,-2.936378751,4.120500359,0
-0.477350907,-1.178899116,-2.011667607,0.625990736,1.754066564,0
-0.43863432,-0.877698381,0.37253709,-0.132038066,0.297808108,0
-0.822991063,-0.532850979,0.611493259,0.237930371,0.676091469,0
-0.639168698,-1.565948447,-0.950842856,1.817948899,2.106103289,0
-0.305965226,-1.094888353,0.09343035,0.131885299,0.523219848,0
-0.412140377,-0.99468614,0.19052453,0.299300919,0.684408462,0
-0.430888789,-0.907653676,0.198593976,0.139078439,0.635123061,0
-0.029397269,-0.889410505,-1.312526161,-0.926229146,0.427738104,0
-0.602149318,-0.68302507,0.099624954,0.349907141,1.079243397,0
0.207751763,-1.371877808,-0.278322112,-1.283498016,0.25960869,0
-0.042602326,-0.807750549,-0.436568086,-0.817809724,1.533574572,0
-0.280057215,-0.984123632,0.006217382,-0.065771858,0.59409786,0
0.235312968,-1.295395718,-0.619801215,-0.886347255,1.022534663,0
-0.206487647,-1.120451595,-0.060135607,-0.364270789,0.856251486,0
-0.571977908,-1.073882673,0.513824755,0.237202618,-1.373044218,1
-0.080670761,-1.286884723,-0.297496757,0.173746691,0.752844256,0
0.018917658,-1.386437828,-0.236407438,-0.335591667,0.712246301,0
-0.32383096,-0.972636224,0.108871711,0.017947744,0.765677205,0
-0.294136465,-1.097754273,-0.245229332,0.036240349,0.746216634,0
-1.056692679,-0.735530113,0.298378016,1.008923191,1.192551554,0
-0.792429455,-0.60218885,0.533939849,0.404220446,0.688212168,0
-0.29252085,-1.105070481,0.097323873,0.135936924,0.600197446,0
-1.090232342,0.267001281,1.00768623,-0.473913088,1.077321797,0
-0.042807207,-1.151846829,-0.455939029,-0.270452295,0.863708051,0
-0.362133413,-1.031766005,0.134730378,-0.132664767,0.399846263,0
-0.684315989,-0.628339416,0.532741267,-0.142081273,0.297605791,0
0.256586478,-1.432283938,-0.46965455,-1.169168477,0.131786089,0
-0.529807108,-1.224052515,0.329232169,1.261101514,-0.475973892,0
-1.08280774,0.051794404,-0.154121483,-0.248016613,0.299875224,0
-0.637312526,-0.694505583,0.458580483,-0.046353663,0.415337827,0
-0.466815161,-0.891288591,0.390755534,-0.072715784,0.353365947,0
-0.265619186,-0.999812585,-0.157648162,0.28522134,1.147788,0
-0.342852579,-1.035370357,0.089555226,0.304623731,0.867106318,0
-0.169939653,-1.075533327,-0.051221001,-0.428112592,0.273060173,0
-0.086707157,-1.168389026,-0.272556025,-0.205088672,0.921161589,0
-0.342867531,-0.85902016,0.12197897,-0.136617349,0.866081854,0
0.060293821,-1.060297203,-1.429093877,-0.734148455,0.502875571,0
-0.583845213,-0.52393043,0.245550463,-0.351646552,0.916965389,0
0.399117786,-1.568535191,-0.969581906,-0.472794431,1.212294857,0
-1.685080755,0.011656179,1.574441999,0.896626934,-1.32498275,0
-0.445727977,-1.432766324,0.321057341,1.189494701,-0.876628485,0
-0.903408288,-0.065004239,-0.12782748,-0.332632099,0.186966395,0
0.466430584,-1.761884547,-1.018215291,-0.322509252,1.03945447,0
0.726856078,-2.049347699,-1.004102513,-0.9722899,0.434757109,0
-0.341360865,-1.313077027,0.27571698,0.119890635,-1.267422568,0
0.229070375,-2.559428884,-1.189358977,0.943271028,-3.017988596,1
0.203855515,-1.527953871,-0.389835283,-0.615763365,0.64826562,0
0.787030486,-2.167764905,-1.327474454,-0.434989817,0.842180537,0
0.126801185,-1.41156789,-0.641556624,-0.171053593,0.92653116,0
-0.998908898,0.027200537,0.131483805,-0.458980602,0.195479045,0
-0.271666962,-0.808578784,-0.845154201,-0.559117187,0.236249404,0
0.196990603,-1.379725875,-0.688210963,-0.478669756,0.920493731,0
-0.052721974,-1.148994485,-0.400430867,-0.090431399,1.091758398,0
-0.704426926,-0.605659966,0.569295351,-0.187024166,0.22079414,0
-0.377887653,-0.660101438,0.066398817,-0.335040441,0.928219694,0
0.813590295,-2.655018902,-1.34826933,0.578387706,-0.407749479,0
-0.259075989,-1.055382114,-0.124581868,0.25440155,0.929888388,0
-0.471901987,-1.110732052,-0.255868752,0.356671812,0.883044857,0
0.166613606,-1.439461686,-0.507774209,-0.53784124,0.609736568,0
0.087955609,-1.281954447,-0.343828489,-0.735732776,0.544599366,0
0.042043229,-1.895266085,-1.418059227,0.740452967,1.875827228,0
-0.66115025,-1.984838355,-0.608763762,2.504946914,-2.664816696,0
-0.616683452,-0.66805347,0.618613538,-0.270437469,0.150752116,0
-1.912384576,0.697791607,0.34515069,0.38425786,0.684337777,0
0.429563773,-1.534749209,-0.788480132,-1.266043989,0.31639575,1
-0.195913845,-1.154630461,-0.034712844,0.102516536,0.82133265,0
-0.966282034,-0.31763418,0.78763437,0.434701461,0.711590401,0
-0.515210376,-0.857961271,0.299520566,0.304681848,0.635910158,0
0.366472326,-1.709155237,-1.078489217,-0.15239878,1.219076728,0
0.065068699,-1.310613867,-0.448577133,-0.439378425,0.825956846,0
-0.35782577,-1.0707756,0.048100571,0.186165726,0.744194101,0
-0.09652435,-1.219729595,-0.35544126,-0.193531032,0.954454399,0
-0.922447295,-0.489473403,-0.110668194,0.800171045,-0.900956368,0
0.062678679,-1.311527824,-0.486149163,-0.27475357,0.977510829,0
-0.247172749,-0.999466945,-0.104078981,-0.160337265,0.854982295,0
-1.256429631,-0.835194032,-0.461714871,1.799779916,2.13478562,0
-0.405510287,-1.05705322,-0.132650841,0.626924944,0.989731815,0
-1.336460522,-0.476879218,0.588897965,1.16998772,1.26313881,0
0.58576975,-1.897871985,-0.871516477,-0.890704211,0.449243112,0
-0.466945854,-0.693907944,0.590236634,-0.856270814,0.063833369,0
0.459039141,-1.739138476,-0.731724154,-0.92514818,0.387430949,0
-0.364428524,-0.98368865,0.171452477,0.071800977,0.614402552,0
-0.598725446,-1.324988438,0.563364115,1.296455033,-0.904100032,0
-0.436986471,-1.310968355,0.102308277,1.295902082,-0.416173029,0
0.08288942,-1.349563859,-0.599097669,-0.396674301,1.079353229,0
0.266928634,-1.62690612,-0.855707484,-0.270132556,0.898363971,0
-0.325376054,-1.00634821,-0.126710168,0.170002911,0.850947535,0
-0.555069211,-0.553158637,-0.0484928,-0.104060086,1.359659263,0
0.443789727,-1.679998782,-0.931199233,-0.623662497,0.792218089,0
-0.92521528,-0.352070714,0.481265137,-0.486891659,0.236864717,1
-0.646464587,-0.701521041,0.637238881,0.010744981,0.466947386,0
-0.729204001,-0.502801506,0.655111853,-0.546861376,0.029412273,0
-0.546357259,-0.709135069,0.435976579,-0.231297195,0.249943698,0
-1.043862318,-0.475114381,0.559266603,0.680848607,0.88364173,0
-1.09222276,-0.124538094,0.610163065,0.176689505,1.026730421,0
-0.722203704,-0.203768528,0.465930243,-0.401343872,1.580926919,0
-0.799038969,-0.448759408,0.681278377,-0.310555262,0.171882665,1
-0.174107369,-1.655659112,-0.178697761,1.29849543,-0.490728771,0
-0.407053509,-0.99317937,0.39726269,-0.014459081,0.481547565,0
0.091431934,-1.322296285,-0.516978094,-0.318536211,1.008342843,0
-0.193125348,-1.072762444,-0.141412623,-0.026416233,0.763181821,0
-0.092375193,-1.133514608,-1.153893409,-0.230147737,-0.87471464,0
-0.057394579,-0.34005329,-0.442011827,-1.65764137,2.020841755,0
-0.407945668,-0.974554163,0.195942367,0.2203214,0.662001565,0
-1.076204074,0.051432206,-0.124692098,-0.005756499,0.534419703,0
0.2443829,-1.629159545,-0.787506583,-0.17145563,1.140765493,0
-0.112201022,-0.37794047,-0.418462854,-1.608460704,2.039193174,0
-0.218156069,-1.275575748,-0.258375354,0.467938604,0.878231923,0
-0.263341104,-1.088282823,-0.392425863,0.019098713,1.201534564,0
-0.277183549,-1.253642902,-0.388789547,0.686657417,1.207620868,0
-0.744428921,-0.650651571,0.504051453,0.323560667,0.617045078,0
-1.060184376,-0.016751827,-0.208248187,0.186558729,0.475449047,0
-1.748422318,-0.445939428,0.130011177,2.070885348,2.043996315,0
-0.350636627,0.393254138,-1.102175659,-2.784864803,1.580026099,0
-0.33455975,-1.180475302,-0.276707681,0.589058616,1.109775147,0
-0.727635994,-0.423600883,0.467539806,-0.059116916,1.086374647,0
-0.609489445,-0.764836699,0.530680966,-0.141436422,0.435262258,0
0.266343273,-1.468342002,-0.733780435,-1.347966808,0.147337683,0
-0.035093185,-1.209102144,-0.495513837,-0.298983049,1.110042267,0
-0.994553996,-0.313899721,0.907526881,0.13816502,0.711371157,0
-0.266008821,-1.12464774,-0.209583696,0.291156062,0.947972651,0
-0.615098164,-0.848031143,0.272281021,0.526361157,0.78025966,0
-0.014910212,-1.73553262,-0.290709042,0.914249102,-0.601861594,0
-0.733371227,0.118790545,0.361090617,-0.961679425,1.585926554,0
-0.3781539,-1.622223815,-0.003943957,1.609621417,-0.404607015,0
-0.906923287,-0.169514346,0.757933059,-0.09008257,0.762353987,0
0.323810367,-1.680481678,-0.764457904,-0.584487852,0.719194835,0
0.354703838,-1.465904032,-0.683542864,-1.022967718,0.756422347,0
0.147185654,-1.077609769,-1.23323363,-1.503429567,-0.099221558,0
-0.790888908,-0.947330697,0.724750901,1.131486431,-0.857329029,0
-0.2205471,-1.090007729,0.189739865,-0.487267139,0.42651601,0
-0.384786884,-0.925680698,0.014738362,0.376645275,0.966528507,0
0.354312073,-1.560724041,-0.729959644,-1.09213592,0.556430425,0
0.001585323,-1.215203978,-0.166948837,-0.680274592,0.723432692,0
0.466398477,-1.77884012,-0.980737454,-0.405141086,0.856238944,0
-0.447119001,-0.645534391,0.569479755,-1.317564602,-0.644558977,0
-0.446380107,-0.951238168,0.225119032,0.298700595,0.682514193,0
-0.702448093,-1.065117579,0.531501794,1.288564863,-0.660911285,0
-0.474140715,-0.93509669,-0.450143488,0.293190094,1.497040245,0
-0.480590882,-0.855184578,0.677091898,-0.665262032,-0.264830065,0
-0.455667471,-0.980000194,0.16812149,0.371198886,-0.26019861,0
-0.355590198,-1.465743579,0.475022641,0.632795571,-1.164050877,0
-0.162927278,-1.691660695,0.063976911,0.841559952,-1.05753808,0
0.71238132,-2.18966045,-1.308833465,-0.220336217,1.114155564,0
0.257606433,-1.519742426,-0.607147551,-0.58138986,0.677392489,0
-0.578925841,-0.566883938,0.172158672,0.056532249,1.364972339,0
-0.42940013,-1.503857702,-1.039798398,0.160641179,1.363141232,0
0.655187775,-2.050166256,-1.270948757,-0.536252736,0.833244367,0
0.181647899,-1.453621536,-0.585446985,-0.354326796,0.896952511,0
-0.503094644,-0.824523188,0.187729703,0.233366596,0.528519357,0
0.327504755,-1.600960028,-0.674712011,-0.60407279,0.673608972,0
0.228962629,-1.48772306,-0.641794584,-0.77539271,0.626671908,1
-0.534516969,-0.640960646,-1.096155589,-0.542833199,0.645300943,0
-0.022929374,-1.372424329,-0.804504672,0.124222219,1.507668077,0
-0.836585915,-0.53628438,0.768805858,0.118953238,0.607658834,0
-1.287422761,1.555843767,0.87194686,-1.806682071,1.928740461,0
0.501533073,-2.176430008,-0.772973327,0.070831189,-0.660269365,0
-1.079870211,-0.422412227,0.864466272,0.556927456,0.779062779,0
-0.60258602,-0.671895544,0.501044678,-0.191740729,0.181394405,0
-0.273891275,-1.079823766,0.232214571,-0.219434998,0.39558635,0
-0.664409283,-0.560007668,-1.007263828,0.09238463,0.787687583,0
0.271159921,-1.780983745,-1.188321025,0.058846783,1.320460936,0
0.592948568,-1.814623474,-1.138602742,-0.551883223,1.101732543,0
-0.347480581,-1.517799089,0.019663904,1.453916103,-0.523319048,0
-0.159691935,-1.193192593,-0.140040121,-0.341654498,0.871441246,0
0.362164152,-1.679575723,-0.993326677,-0.377403032,1.023116586,0
-0.889377088,-0.579922596,0.734205095,0.35662595,0.488002261,0
-0.444405173,-1.33257276,0.303597023,1.075771614,-0.745428667,0
0.481812406,-1.884290746,-1.1853476,-0.124539315,1.158002005,0
0.260880426,-1.529789743,-0.263845169,-1.059207473,-0.846328535,0
-0.449053588,-0.7973367,0.227690152,-0.356616074,0.44844615,0
0.62049752,-1.932082728,-0.944821697,-0.791263918,0.631979459,0
0.031382791,-1.615610865,-0.168236712,0.118190971,-1.067163625,1
0.185434178,-1.52435302,-0.788962463,-0.221791662,0.963608692,0
-0.305943893,-0.525972567,-0.911034456,-1.047752306,0.469274718,0
-0.735525887,-0.682591036,0.415884588,0.432164823,0.684926709,0
0.533711467,-1.849748234,-0.965444187,-0.475902227,0.944116467,0
-0.740152831,-0.287986773,-0.305104874,-0.261108146,0.238665265,0
0.447629877,-1.785537641,-0.989645618,-0.260430065,0.955973342,0
-1.58432011,-0.432752697,0.052225959,1.645794952,2.002009655,0
-0.776233062,-0.584399902,0.503226603,0.374571325,0.785563242,0
-0.236769245,-1.047965818,0.171237029,-0.512331043,0.120214068,0
-0.97214915,0.626716022,0.422943505,-2.741849351,-1.070310807,1
-0.145741192,-1.535291068,-0.080772979,-0.190256398,-1.597963157,0
-0.677051376,-2.336072494,-0.495368418,3.252729998,-3.988523792,0
-0.366004576,-1.527904593,0.214342483,1.259955319,-0.749020173,0
-0.101118236,-1.270162198,-0.262175767,0.146006155,0.67785747,0
