a,b,c,y
-0.225250882,-1.036486614,-0.557155213,0
-1.658530506,0.989357662,0.807323449,0
0.390093723,-1.616847506,-1.124690517,1
-0.239380053,-1.053129796,-0.198907645,0
-1.582952136,0.278656861,0.725490984,0
-0.376476551,-0.365969269,-0.15995432,1
-0.856856981,-0.926267289,0.200307096,0
-0.819935555,-0.966246759,-0.632991923,0
0.356248897,-1.711995138,-1.599595992,0
-0.903870175,-0.325690161,0.186606096,1
-0.754278078,-1.063084956,-0.110974136,0
-0.790051453,-0.497510406,-0.008032736,0
-0.423302139,-0.999705421,-0.373368139,0
-1.661421107,0.283395166,0.774830472,0
-0.858631504,-0.354096351,0.14242268,0
-1.76484769,-0.801433923,-2.94978488,0
0.126895842,-1.659551528,-1.375438144,0
0.441147135,-1.817273602,-1.675189775,0
-1.675882931,0.473523359,-0.362025524,0
-0.71338487,-0.602860597,0.045424213,0
-0.855146808,-0.926422183,-0.028070064,0
-0.940157977,-0.406228718,0.242673956,0
-0.459118324,-1.412142219,-0.563164756,0
-1.345938514,0.281166486,0.312084244,0
-1.449290756,0.16405335,0.706879781,0
-0.319587637,-0.950402675,-0.283935017,1
-0.572089755,-0.482844689,-0.235790563,1
-1.372338586,-0.007113858,0.351551408,0
-0.130296289,-1.502065344,-1.418678802,0
-0.196175181,-1.671439704,-1.640647921,0
-0.758036375,-0.399645305,0.072373268,0
-0.790141507,-0.684072651,-0.104669067,0
-0.023997818,-1.971592228,-0.923618316,0
-0.981762082,-0.71875847,-0.061476276,0
-0.984080566,-0.1616523,-0.897101926,0
-0.934555279,-0.485619377,-0.252553476,0
-0.619863125,-0.453355643,-0.597142655,0
0.059102941,-0.48985879,-1.149742159,0
-3.406286833,0.974822099,-0.439699873,0
-0.097742554,-1.63746639,-1.530938694,0
-0.69451289,-0.523835184,0.079520151,0
-1.188856843,-0.430037194,-0.106121016,0
-1.569451834,0.24894044,0.796700327,0
-1.502620881,-1.464540784,-2.232776802,0
-1.27529496,-1.433867603,-1.426263251,0
-0.404925834,-0.522630055,-0.858089524,0
0.080645222,-1.248435014,-1.496715907,0
-1.4946452,-1.261622032,-0.461779773,0
-0.305067326,-1.192009731,-0.926971867,0
-1.476021118,-0.156275241,0.172368643,0
-0.825352497,-0.374619202,-0.434806726,0
-1.80209998,-0.31232879,-0.699964789,0
-1.453898873,0.144261466,0.603695375,0
-0.418573163,-1.435927167,-1.215411468,0
-1.287793271,-0.593189563,-0.264634369,0
-0.714734415,-0.76127047,-0.269042045,0
-1.497160371,0.093774471,0.681017457,0
-1.188924642,0.220671311,0.329852376,0
-1.274871778,-0.217288744,0.174438369,0
-1.049697513,-0.615022718,-0.53160776,0
0.389366954,-1.578976514,-1.547988656,0
0.075207351,-1.854205852,-1.339377338,0
-0.588852316,-0.789185653,-0.593186705,0
-0.782695633,-0.563997787,-0.237701832,0
-1.157923808,-0.221586794,0.31008529,0
-0.98484503,-1.554722806,-0.586082329,0
-1.058601356,-0.22384226,0.021893045,0
-1.459977977,0.073284997,0.447563214,0
-1.33269735,0.10782602,0.691961741,0
0.405423303,-1.881845387,-1.718965432,0
-0.993351612,-0.423126782,-0.007429689,0
-1.004006216,-0.991806798,-1.352460784,0
-1.47567955,0.266988041,0.700079197,0
-0.588863145,-0.699202338,-0.130056599,0
-1.067089221,-0.11946545,0.247162985,0
-0.623912147,-1.005575436,-0.100133541,0
-0.256769962,-0.890787218,-0.813739713,0
-1.014792321,-0.196180415,0.274428252,0
-0.645263398,-0.52894515,0.230375137,0
-1.352815043,0.897660083,0.265629647,0
-0.785548037,-0.793123382,0.118879242,0
-1.013579003,-0.18824649,0.334507912,0
-1.320473024,-0.013051989,0.488358583,0
-0.483923944,-0.805771765,-0.432390735,0
-1.104208188,-0.149247818,0.371350252,0
-2.121795353,0.872328508,1.518924661,0
-1.117172772,0.169901705,0.457563434,0
-0.311303831,-1.241469535,-1.288273915,0
-0.076817905,-0.457972749,-0.69145935,1
0.161091442,-1.359830136,-1.254057194,0
0.189951209,-3.104872316,-2.160863079,0
-0.307805151,-1.576967672,-0.799410507,0
-1.727756917,-0.121925707,0.853300298,0
-0.989771177,-0.986252473,-0.781402273,0
-1.523978969,0.578707493,-0.254537882,0
-0.480339694,-1.418523489,-1.070981999,0
0.102535091,-1.334330587,-1.307023521,0
-0.022629222,-0.93948912,-2.15453169,0
-0.163813322,-1.462473487,-1.346999616,0
-0.192186135,-1.272060267,-1.26551452,0
-0.079745788,-0.834213637,-1.183559414,1
-0.969735247,-0.534254818,0.752469414,0
-1.270482218,-0.304546763,-1.624855749,0
-1.317255571,0.389478665,0.458872983,0
-1.044313858,-0.13780758,0.138281136,0
-0.861529978,-0.309641728,0.098397607,0
-0.132854884,-1.551465512,-1.579685079,0
-1.707877633,0.824225554,0.090246474,0
-1.456141387,0.972764689,0.513418675,0
-0.929777646,-0.245844373,0.026539747,0
-0.259651581,-0.913491608,-0.615734705,0
-1.306051811,0.205687649,0.837841667,0
-0.625910076,-0.518210836,-0.419343264,0
-0.650686411,-0.792471754,-0.507807041,0
-0.562932841,-0.395780877,-0.353617732,0
-0.900111747,-0.608330631,-0.161872693,0
-0.72306198,-0.445476904,0.265115939,0
-0.351574776,-0.873276764,-0.474825699,0
-0.63892228,-0.39642429,-0.133562256,0
-0.864535164,-0.355174661,0.117056175,0
-1.374565168,0.114976238,0.759947432,0
-1.22678324,-0.200103355,0.472181056,0
-0.858236305,-0.625323648,-0.292720298,0
-1.289430865,-0.163274084,0.136456767,0
-1.855750014,0.913561687,0.149064438,0
0.030750047,-1.566576312,-1.850737433,0
-1.081751384,0.075036324,0.73467468,0
-1.4726269,-0.80233645,-1.297135492,0
-0.667554034,-1.134794931,-0.264872937,0
-0.14598024,-1.067322299,-0.517493243,0
-0.812316022,-0.578799666,-0.090172791,0
0.273600741,-1.58348137,-1.55401892,0
-1.013683832,-0.005092433,0.15711117,0
-0.913636175,-0.260631148,0.074375035,0
-0.800348576,-0.422466633,-0.007389751,0
-0.529276767,-0.795752598,-0.429963259,1
-0.845604791,-0.63714568,-0.218906125,0
0.012012276,-1.182885115,-0.840425308,0
-0.649371785,-0.579531506,-0.087804608,0
-0.448942591,-0.909780315,-0.289337416,0
-0.806915574,-0.55105907,-0.060480258,0
-1.072941382,0.286929023,0.349325063,0
-0.658010563,-0.669229848,-0.358297333,0
-0.880375611,-0.419942452,0.106694802,0
-0.827842634,-0.825863291,-0.082182987,0
-0.64842779,-0.65466965,-0.356200655,0
0.210586222,-1.461059272,-1.050306002,0
-0.609791271,-0.24442982,-0.862195375,0
-1.597476677,0.473078679,0.966812269,0
-1.797824419,0.04232907,-0.347818326,0
-1.227832144,-0.328338007,0.439491032,0
-1.37673657,0.390796342,0.829322603,0
-0.234462969,-0.979794725,-0.813665355,0
-2.049027692,0.968405223,0.000323597,0
-0.589798362,-0.825309943,-0.040371607,0
-0.799826785,-0.48392221,-0.011743469,0
0.150970329,-1.674614455,-0.742172931,1
0.156916097,-1.400451509,-1.266921103,0
-1.096005769,-0.104356395,0.48920782,0
-1.27098033,0.358462275,0.925554245,0
-0.926655575,-0.230846807,0.111124948,0
-1.278948987,-0.039489669,-0.272484079,0
-0.496253546,-0.639988088,-0.165666184,0
0.164674062,-1.530256442,-1.414105186,0
-1.022431574,-0.174988488,0.225125829,0
-0.725747932,-0.500879724,-0.010365664,0
-0.953196219,-0.183810937,0.214008292,0
-0.534920434,-0.684380932,-0.292158864,0
-0.903101783,-0.406196337,0.187243963,0
-0.455152212,-0.804499083,-0.413885629,0
-0.489377299,-0.958291728,-0.644616761,0
-0.948436821,-0.245617305,0.185914178,0
-1.007971016,0.650528385,0.130715437,0
-0.859761292,-0.300165431,0.00484221,0
-0.512938612,-0.74681075,-0.052230598,0
-1.585333064,0.624961513,0.258824396,0
-1.936874586,1.60374248,0.335961423,0
-0.165247132,-1.026683124,-0.51584545,1
-1.216568504,-0.164457439,0.206309262,0
-0.556104568,-0.75279267,-0.05750592,0
0.063173409,-1.123125619,-0.783513524,1
-0.836153546,-0.417218031,0.323140094,0
-1.359074198,-0.434927121,-0.815780399,1
-0.725423288,-0.22089731,-0.07306293,0
-0.257573934,-1.188772,-0.916403112,0
-0.440923953,-0.970872521,-0.721087124,0
-1.086127043,-0.329067036,-0.529173927,0
-0.685492847,-0.487479484,0.024073356,0
-0.106490232,-1.059793853,-0.854883314,0
-0.694669932,-1.08180489,-0.151686548,0
-0.75517973,-0.434815027,-0.222311788,0
0.017912515,-1.055006433,-0.987073339,0
-0.8286395,-0.638349512,-0.262098909,0
-0.250302247,-1.039227178,-0.808452401,0
-0.635571157,-1.951127112,-1.078709488,0
0.454687591,-2.201745912,-1.65169935,0
-1.055571688,-0.372578323,-0.057727623,0
-0.834223697,-0.44396673,0.322168545,0
-0.699090196,-0.844622265,-0.495791931,0
-0.795989336,-0.329700973,-1.345435841,0
-1.388308711,0.519608742,-0.453292447,0
-1.53601181,-0.474732705,-0.570368888,0
-0.813090505,-0.230646397,-0.129465212,0
-0.12689115,-1.147723454,-0.958967661,0
-0.474129408,-0.800004161,-0.041133852,1
-0.905683171,-0.655311565,0.454908356,0
-1.083681803,-0.016825445,0.158645061,0
-1.079079484,-0.695271482,0.274616709,0
-0.815885181,-0.367418889,0.408925343,0
-0.427391617,-0.931836043,-0.504290334,0
-1.815592892,0.5832316,1.076269933,0
-0.867572687,-0.226852345,0.024364429,1
-0.830731906,-0.047557393,-0.061281779,0
-0.522678529,-0.558596557,-0.009468308,1
-1.09043472,0.2018995,0.301360241,0
-0.581407067,-1.286970759,-0.504770066,0
-1.204686514,0.539769921,0.156248895,0
-0.503856959,-0.794794168,-0.389454715,0
-0.7201739,-0.581243186,0.209875411,0
-0.808128507,0.829990884,0.179195985,1
-0.713626879,-0.440894477,-0.147759905,0
-0.802569396,-0.587032081,-0.002844189,0
-2.273015628,0.179836794,-0.079253427,0
-0.639577313,-0.002681943,-1.565354753,0
-1.119478764,-0.101396681,0.307807446,0
-1.085053394,-0.180283316,0.085495034,0
-1.440270245,0.961514612,0.514886591,0
-1.089640015,-0.313631669,0.108193401,0
-0.591434196,-0.706057218,-0.182555077,0
-1.353574129,0.562123367,-0.455953658,0
-1.236185061,0.058848543,0.488869353,0
-0.263100989,-1.411100141,-0.603039406,0
-1.559120872,0.470621387,0.826917864,0
-0.582141506,-0.742848943,-0.004670156,0
-0.756384095,-0.296822705,0.083504292,0
-1.484112513,0.533564196,0.820217248,0
-0.996172546,0.11988232,0.149458772,0
-1.507307683,0.749568465,-0.167635135,0
-0.228875099,-0.970327864,-0.513971415,0
-0.836351236,-0.280874267,0.515740396,0
-1.036259115,0.29659616,-0.258014724,0
-1.093994451,-0.058871853,0.449421134,0
-1.585040734,0.393999797,1.175240842,0
-0.74782153,-0.547373259,-0.185695182,0
0.224522888,-1.748255799,-1.524044631,0
-0.867972159,-0.907921469,0.099021323,0
-1.372011487,0.233058607,0.325453304,0
-1.339862442,-0.01941535,0.462668649,0
-0.897288865,-0.550876915,-0.088884232,0
-0.45606639,-0.916573395,-0.615476305,0
-0.955539807,-0.196723188,-0.012939169,0
-1.146975086,-0.188141519,0.551693981,0
-0.655238487,-0.737352734,-0.447611003,0
-1.513046713,0.014198584,0.643107655,0
-0.844159177,-0.314141809,0.086453513,0
-1.247045208,-0.005909274,0.522046138,0
-0.54781195,-0.882541176,-0.375920312,0
-1.357972123,0.107794863,0.627061741,0
-1.506849003,0.72650753,-0.128290239,0
-0.106363902,-0.960962831,-0.987400965,0
-0.401443345,-1.337527283,-1.608505416,0
-1.581911905,0.047466402,0.040933392,0
-1.172962422,-0.618854728,0.472667625,0
-0.561673389,-0.529816542,-0.26727649,0
-0.007360301,-1.221956328,-0.87439887,0
-0.538824192,-1.217904842,-0.200183132,0
-1.317182445,-0.26916884,0.303949756,0
-0.896838491,-0.36790034,0.162778377,0
-0.79389869,-0.435040733,-0.636960964,0
-1.703894638,0.289348243,1.285876979,0
-0.778294102,-0.550396456,-0.279531063,0
-0.785035375,-0.686190904,-1.306644222,0
0.0939371,-1.926713933,-1.014952748,0
-0.64792675,-0.792898995,-1.386322229,1
-1.864557609,0.446937975,1.064994676,0
-0.984605549,-0.797683917,0.254879277,0
-0.28322549,-1.243713678,-0.946334673,0
-0.758210055,-1.249127072,-1.688616242,1
0.596996078,-1.902400311,-1.755006679,0
-1.068098878,-0.433625927,0.323457347,0
-0.143829186,-1.067055902,-0.840248068,0
-0.981167935,-0.19401045,0.074456798,0
0.087734459,-1.379713346,-1.329948031,0
-1.303573428,0.012227611,0.469098158,0
0.115830626,-1.140793241,-0.354635174,1
-0.670889099,-0.763508517,-0.290128073,0
-1.110739288,0.232272141,-0.679702845,0
-0.402778859,-1.369894309,-0.415912527,0
-1.501204863,1.950508681,0.630101073,0
-0.133178262,-1.051681571,-0.594452415,1
-1.565074184,0.422786469,0.872358701,0
-0.7052113,-0.534556523,-0.165549774,0
-1.460936055,0.048354983,0.383790753,0
-0.005605534,-1.100950964,-0.95582223,0
-1.256332651,-0.495977918,0.358137172,0
-0.926016866,-0.532133649,-0.246267278,0
-0.665589245,-0.700034122,-0.204409545,0
-1.2906152,-0.368646254,0.513838526,0
-1.432539968,-0.12171621,0.187530828,0
-1.191961721,-0.570470113,0.369643097,0
-1.051976695,-0.343784108,0.075809245,0
-0.927810007,-0.575952422,-0.092227315,0
-1.031338514,-0.569375245,0.382406992,0
-0.020675804,-1.417423882,-1.859916099,0
-1.892772009,1.241415259,-0.169014154,0
-1.771973256,0.640714755,1.206515165,0
-0.74646785,-0.950037328,-1.054678901,0
0.057684075,-1.439501733,-1.313539836,0
-1.216217309,0.198495895,0.647105566,1
-0.521719773,-0.397180951,-1.069909924,0
-0.14170226,-1.096771999,-0.602708943,0
-1.079072839,-0.062476024,0.4611834,0
-0.504995679,-1.10150624,0.007982901,1
-0.639542182,-0.85146639,-0.259277244,0
-0.919598985,-0.418526071,0.007272566,0
-0.347145841,-0.834064922,-0.605425569,0
-0.8781873,-0.272371186,0.028011733,0
-1.438250196,0.695438759,-0.16970457,0
-0.643116122,-0.547149695,0.160573374,0
-1.343750802,-0.261156279,0.674832689,0
-0.283851373,-0.847230659,-0.386819599,0
0.047528835,-1.195142178,-1.224090951,0
-0.894294715,-0.164434229,0.193036123,0
-0.645186336,-0.616777333,0.095003773,0
-0.758932094,-0.568408816,-0.062537364,0
-0.756937258,-0.598283485,-0.461336041,0
-1.164763081,-0.156904234,0.504533712,0
-1.696495396,1.187551519,1.02532262,0
-0.659949117,-1.11519034,-0.787010109,0
-0.078843008,-1.509238309,-0.912492936,0
-0.824072997,-0.252718338,-0.315502142,0
-1.293166321,0.016943466,0.593427138,0
-0.712910542,-0.479443296,-0.216523028,0
-0.047603966,-1.193006106,-0.893057455,0
-0.372202307,-1.045368531,-0.354935913,0
-0.918404906,0.114015895,-1.075169457,0
-1.422851654,0.010203299,0.473804789,0
-1.021180537,0.137846163,-0.16394795,0
-0.063397976,-1.329634519,-1.179500804,0
0.018290047,-1.486085238,-1.333725873,0
0.134894214,-1.108961327,-1.294546645,1
-0.062596845,-1.327808793,-1.184470443,0
-1.446915474,-0.292877701,0.83577543,0
-1.045250612,-0.316634212,0.153601773,0
-1.399627954,0.159368263,0.536343545,0
-0.228775779,-1.460515172,-1.353553217,0
-0.047448829,-1.354136267,-1.162257484,0
-0.707208674,-0.167917885,-1.012873213,0
-1.008722843,-0.27179959,-0.047843638,0
-1.728085309,0.123049987,0.384853396,0
-0.766210951,-0.797193214,-0.706292417,0
-0.812270439,-0.944973884,-0.788558772,0
0.163290101,-1.561580345,-1.227792344,0
-1.564005247,0.33758188,0.831456067,0
0.578754018,-2.018650699,-1.727106448,0
-1.120100277,-0.056022176,0.003579966,0
-0.952982708,0.312129202,0.730484506,1
-0.935155798,-0.386649699,-0.277756896,0
-0.2783043,-0.932833303,-0.998925926,0
-0.399306346,-1.203842362,-0.548924976,0
-0.751151529,-0.731501599,0.007322668,0
-0.822069013,-0.461193419,-0.428399877,0
-0.282929183,-0.912214369,-0.555639245,0
-0.165606671,-1.500566542,-0.789109526,0
0.215865662,-1.706503689,-2.01286782,0
-0.961689572,-0.822598449,0.273496128,0
0.320845406,-1.578292774,-1.474485503,1
-1.41431957,1.072448177,0.358884925,0
-1.608834741,0.60768385,0.012937802,0
-0.171073159,-1.073121581,-0.807400144,0
-0.908264793,-0.689846896,-0.359191064,0
-0.504965117,-0.667886523,-0.500493096,0
-1.196189912,-0.641703825,0.331715488,0
-1.264736353,-0.23146146,0.065544785,0
-0.828873646,-0.606914299,-0.295955149,0
-0.665671506,-0.728535603,-0.211032747,0
-1.922771689,-0.067142236,-0.568946897,0
-1.022711999,-0.383034475,-0.245762883,0
-1.142334396,-0.160800634,0.194660197,0
0.319934718,-2.186073487,-1.665318546,0
-1.743811092,-0.071521083,0.167777714,0
-0.327142791,-0.987924554,-0.814459172,0
-0.952061615,-0.585555852,-0.104601644,0
-0.488193335,-0.829215262,-0.6788696,0
0.46175398,-1.848603937,-1.751711637,0
0.187087333,-1.76614958,-1.626398572,0
-1.556860827,0.138351025,0.843798662,0
-1.333650192,0.22869876,-0.608225664,0
-0.528112863,-1.304499308,-0.406598941,0
-1.042426171,-0.246138826,0.23020346,0
-0.430372098,-0.97699277,-0.413004898,0
-1.181637915,0.019272191,0.574385425,0
-0.118634528,-1.142433623,-0.950784256,0
-0.806385178,-0.6192179,-0.085124842,0
-0.482142228,-1.990703747,-1.230754582,0
-0.584024122,-1.933540675,-2.786493046,0
-0.369280432,-0.506336101,-0.386468075,1
-0.814991924,-0.832379595,-0.636931987,0
-1.346339078,-0.745228535,-0.768956532,0
-0.882956171,-0.561169034,-0.331071682,0
-0.16395476,-1.645866988,-1.898388261,0
-1.38999749,-0.254943517,0.023695949,0
-0.088245907,-1.318774088,-1.146804448,0
-1.465505119,0.142509731,0.564024682,0
-0.610379916,-0.74013982,-0.224276884,0
-1.019538048,-0.661816362,-0.458585704,0
0.06051931,-1.800415499,-1.076349844,0
-0.413045224,-0.994789475,-0.882457731,0
-0.492490292,-1.1565628,-0.958579574,0
-0.394310303,-2.180302401,-1.700114564,0
-1.555937264,1.305729753,0.274353503,0
0.189563438,-1.450809428,-1.276716224,1
-0.585535611,-0.33435518,-1.443942508,0
-1.037549569,-0.125699701,0.147549885,0
-1.897598762,-0.180721954,0.227301077,0
-1.327931779,-0.092168974,0.409153859,0
-1.730043135,0.49430171,0.916204091,0
-1.161190842,-0.186524862,0.159264048,0
-0.350712331,-0.805041497,-2.049365566,0
-0.18988533,-1.248489345,-0.973714956,0
-0.944668436,-0.304737344,0.409434574,0
-1.495343995,-0.972867039,-0.96172132,0
-0.479481828,-0.620013075,-1.333967791,0
-0.882701904,-0.433352233,0.018817836,0
-1.657674725,0.48004728,0.727085801,0
-0.568448827,-0.82036053,-0.420119571,0
0.043182664,-1.335579946,-1.325925328,0
-0.986909505,-0.317350422,0.339341129,0
-1.642898608,0.286977869,0.809621551,0
0.308443315,-2.088519269,-1.457899523,0
-2.271497573,0.88306767,1.203681871,0
-0.048424354,-1.24958706,-1.185992526,0
-1.145787078,-0.171860576,0.225858391,0
-0.797195742,-0.790823803,-0.355175937,0
-0.059679757,-1.165374145,-1.118894098,0
-1.294221221,-0.31959759,-0.05567151,0
-0.961390382,-0.379037813,-0.046228707,0
-1.739906313,0.059190221,-0.191789319,0
-0.639758053,-1.011292243,-0.991350352,0
-0.78028992,-1.295347564,-0.459419562,0
0.298348223,-1.393615661,-1.542477142,0
0.265642504,-1.518937302,-1.555229977,0
-0.741177274,-1.036506234,-0.238603925,0
-1.912504269,-1.054384725,-0.948079644,0
0.43888376,-1.760422752,-1.684940822,0
-0.828891739,-0.397142785,-0.033352663,0
-0.130342098,-1.337380648,-1.195246699,0
-0.361292155,-1.500554318,-1.794003287,0
-0.481448559,-0.909630201,-0.734389593,0
-0.170695101,-1.467679576,-1.558106411,0
-0.957903911,-0.331685062,0.316858407,0
-1.00753898,-0.422892246,-0.020124033,0
-0.551632012,-0.985357317,-0.877756994,0
-0.591434534,-0.90060466,-0.393893211,0
-1.632019341,-0.217704327,0.99158645,0
-2.905870444,-0.124297071,-0.562130867,0
-1.8096547,0.546167608,-0.449281013,0
-0.642751045,-0.601624896,-0.352979574,0
-0.587781142,-1.118401911,-0.874002504,0
-0.140600811,-1.108239005,-1.02118244,1
-1.035873895,-0.239756814,-0.071004995,0
-1.124862731,-0.797406025,-0.705261216,1
-0.946561855,-0.436244008,-0.046870537,0
-0.830590161,-0.903105613,-0.551812254,0
-1.183429836,-0.070522305,0.018303608,0
-1.209010738,-0.621781246,-0.304408037,0
0.258104816,-1.188801534,-1.29099366,0
-0.44447057,-1.524593312,-1.751186408,1
-0.664099997,-0.844089016,-0.541273705,0
-0.769874,-0.780585059,-0.339186499,0
0.401995998,-1.908351654,-1.630610712,0
-0.640667858,-0.643339681,-0.252396686,1
-0.988995081,-0.587929748,0.116379331,0
-0.799924234,-0.59180825,-0.4294692,0
-1.21831998,-0.306886398,-0.122636618,0
-0.993757611,-0.792342245,-0.052200818,0
0.114006639,-1.38694916,-1.433325377,0
-0.195061427,-1.283953306,-1.132528592,0
-1.435508283,0.173057585,0.4494877,0
-0.83351923,-0.65548421,-0.173591623,0
-1.05352919,-1.241395054,-0.166902804,0
-1.588296835,-0.099306021,0.831025733,0
-2.239296838,0.468252864,-0.21210314,0
-0.919819459,-0.277845513,-0.054469623,0
-1.237072598,-0.148577003,0.307899074,0
-1.248541132,-0.018710367,0.252177719,0
-1.481012983,0.243505815,0.601479937,0
-0.676887363,-1.727387849,-1.969288904,0
-1.41175131,-0.437825749,0.416209764,0
-1.287685006,-0.425857108,-0.542638027,0
-1.44388751,0.225482298,0.362999822,0
-1.011290558,-0.813970644,0.065401398,0
-2.199996292,-0.354764726,-0.759979488,0
-0.663861855,-0.800041507,-0.341269862,0
-0.953656373,-0.373194604,-1.067560817,0
-0.004509699,-1.234506842,-1.38381443,0
-1.533057531,-0.038373945,0.462933843,0
-1.367177464,-0.392297659,-0.305644317,0
-0.52383253,-0.596342282,0.014956217,1
-0.61291356,-0.389412527,-1.446518447,0
-0.71877415,-0.887073855,-0.353078613,0
-0.117517188,-1.128684135,-0.792883412,0
-1.276880781,-0.902988606,1.178098598,0
-0.734708629,-0.954421094,1.589675249,0
-1.49317642,-0.574926783,2.508526554,0
-0.835052663,-1.806359042,0.851109488,0
-0.496366294,-1.641316382,1.5592668,0
-0.682092358,-1.503263884,1.654576982,0
-1.079483648,-1.003401652,2.33208224,0
-0.470613409,-1.739028207,1.473980137,0
-0.368563933,-1.83058983,1.172658596,0
0.112316511,-2.59986386,-0.294130939,0
-0.397479531,-1.659866178,1.702483926,0
-0.765827398,-1.884502519,1.85858456,0
-0.008755122,-3.073883241,0.334084826,0
0.274828437,-2.484264172,0.764754099,0
-0.382020055,-2.252470713,1.251472945,0
-1.282802452,-0.723349095,1.438502228,0
-0.704896956,-1.957694298,1.642030135,0
-1.477226444,-0.682471554,2.422044469,0
-1.06772192,-1.148761123,1.915581844,0
-0.269126256,-1.804246163,1.38716709,0
-1.436763813,-2.009816891,1.123893245,0
-0.024019718,-2.178442996,0.753855411,0
-0.848830879,-1.407313863,1.698219503,0
0.279694265,-2.60466406,0.064709671,0
-0.587024979,-1.605054794,1.407416962,0
-0.419959212,-1.62042799,1.57131169,0
0.693927131,-2.735367745,0.311635955,0
-0.159663236,-1.567221349,1.048268048,0
-0.290391516,-2.051396245,1.360400269,0
-0.503173791,-1.461506766,1.95448647,0
-0.468156735,-3.005684176,0.95746181,0
0.551569783,-3.069344046,0.416358193,0
-1.175008881,-0.753684043,2.517247638,0
0.049513801,-2.287654239,-0.084882182,0
-0.552476849,-0.334837516,1.885799234,0
0.20070157,-2.119685645,0.856240562,0
-1.12345687,-0.496266239,1.35680315,0
-0.793151762,-1.245922332,2.118082283,0
-0.258641349,-1.704916451,1.25591773,0
-0.192725519,-2.045291545,1.277531127,0
-1.036470277,-0.970933894,2.174152802,0
-0.482895665,-1.486053639,1.730217726,0
-1.272574007,-0.61594347,2.457174587,0
0.052263996,-1.915097493,1.241750965,0
-1.166179871,-0.510823857,1.58402841,0
-0.518134403,-1.058394303,1.694637266,0
-1.203294491,-0.966199318,1.444644452,0
-0.9972557,-1.158395052,2.370836149,0
-0.252435736,-2.275780903,1.503187579,0
0.587029983,-2.722045752,0.144277764,0
-0.424154051,-1.543677557,1.766534208,0
-1.428385391,0.568381455,2.275994091,0
-0.779932576,-1.223241491,1.998635693,0
0.493973387,-2.442383357,0.425639376,0
0.588539928,-2.156142049,-0.269990121,0
0.171394418,-2.352583438,0.890782746,0
-0.102864305,-2.003405792,1.341716885,0
-0.532343326,-1.311035909,1.719318462,1
-0.054397965,-2.039851526,1.317001326,0
-0.789698425,-1.316219394,2.145718802,0
-0.078199006,-1.750428441,1.120115002,1
-0.707785175,-1.162534653,1.816453687,0
-0.889292775,-1.029031605,2.220132996,0
0.607438375,-2.598611965,0.459776503,0
-0.785124497,-1.598171357,2.191702668,1
-0.098631412,-2.029593275,1.282035476,0
-0.025054239,-1.910655579,1.371469939,0
0.8151184,-2.557613821,0.348951822,0
0.35078174,-2.365390368,0.746126165,0
-0.4393876,-0.966296358,0.859821498,0
-0.161531589,-1.83822014,1.021909728,0
-0.565318101,-1.802494843,1.670639814,0
0.278482184,-2.315122881,0.614738926,0
-0.430506849,-1.663385881,1.291281152,0
0.076380969,-1.910642679,1.205894031,0
-0.635233447,-1.307452126,1.872444707,0
-0.293399294,-2.173835239,1.363949484,0
-0.261953234,-1.55581557,1.600801075,1
-0.394082612,-1.417968848,1.785795717,0
-0.442367045,-1.626721426,1.346935689,0
0.372745978,-2.528373709,0.382853092,0
0.120602665,-2.127177694,0.753661451,0
-0.631160886,-2.285458686,0.18853387,0
0.092697702,-2.456245186,1.290719242,0
-1.067278245,-1.020077898,2.352116361,0
-0.15148232,-1.854599843,1.506604149,0
-1.747559751,-1.518937839,2.143851482,0
-1.604186912,-1.6154615,-0.796198727,0
-0.352179171,-1.444392306,1.903859464,0
-0.888944295,-0.745989364,1.422052461,0
0.61654607,-3.039943904,0.341353102,0
-0.812782574,-1.324426903,1.814347761,0
-0.190083181,-1.931838995,1.031803453,0
0.48093636,-2.528089191,0.73562692,0
-1.419213606,-0.022940973,1.750879612,0
0.580817454,-2.522425348,0.617966054,0
0.190790209,-2.116886427,0.858635149,0
-0.678192747,-1.134087132,2.047754104,0
-0.475435053,-1.963500647,1.806120862,0
-0.450859037,-1.469779287,1.310066108,0
0.327946954,-2.509318328,0.613281958,0
-0.187637846,-1.827782812,1.385697252,0
0.154183298,-2.51186676,1.009609391,0
-0.748903626,-1.153618406,2.012733626,0
-0.619949404,-1.24843327,1.898912684,0
0.340954754,-2.12023651,0.630990391,0
0.53160829,-2.430902713,0.34557311,0
-0.065580644,-2.04580333,1.306196662,0
0.011266131,-2.060822552,0.952538522,0
-0.229749493,-1.768094216,1.354550662,0
-0.232291686,-2.650127256,0.677242755,0
-0.22965281,-2.269633179,1.571637877,0
0.156557583,-2.65693799,1.024151426,0
-0.529032635,-0.976366547,0.812750056,0
0.372731899,-2.242818323,0.639036478,0
-0.567990458,-1.849180215,1.216920123,0
-0.073032525,-2.433090318,1.389471554,0
0.333103781,-2.684256674,0.593927724,0
-0.022607205,-1.881018146,1.133425173,0
-1.212538267,0.003127333,1.452840427,0
0.255307962,-2.237928231,0.955349184,0
0.143681029,-1.992565056,0.9039257,0
0.188890951,-2.099893456,0.860163182,0
-0.390144056,-1.841768341,1.346562029,0
-1.12932855,-0.686561454,1.059549661,0
0.149242759,-2.056074021,1.118727548,1
0.151873319,-1.929201569,0.926185415,0
