a,b,c,d,e,f,g,y
-0.207946888,-1.184412226,0.113738848,-0.141631993,0.570668486,-0.652699716,1.256433274,0
-0.733308439,-0.945879639,-0.10346501,0.199897342,1.347112004,0.644106305,-0.487357419,0
0.803058415,-2.146650482,-1.003722759,-0.799912405,0.692540308,-0.349626281,0.641475276,0
-0.160828847,-0.815894724,-0.120223854,-0.993752732,1.088570495,-0.40116608,0.12904728,0
-0.598154503,-0.596360267,0.697013578,-0.938797369,-0.064654075,-0.516859984,0.107389321,0
-0.614476233,-0.946990062,0.299406839,0.278037265,0.67904047,-0.377708286,1.396196355,0
-0.989679714,-1.861080555,-0.460952762,2.591193939,1.043012762,1.56105948,-0.460439354,0
-0.527167066,-0.607751775,0.44499206,-0.474987349,0.729999741,-0.048976942,-0.428282078,0
-0.086011053,-2.140528991,-0.883017016,0.808736188,-0.114865099,0.29336688,1.462539501,0
-1.320065273,0.11520522,1.554733344,0.015042341,0.303622559,-0.342116099,-0.308667945,0
0.677048557,-2.039021262,-0.468465858,-1.2000859,0.209375118,-0.008436611,-1.336465689,0
-0.571568381,-0.54692983,-0.367365144,-0.357270978,0.291377076,0.055623145,0.328415443,0
0.521828223,-1.889389728,-0.383265332,-0.891846559,0.482992326,0.117662402,-1.383703798,0
0.726182376,-2.6142095,-0.967372498,0.370490526,-0.496479763,-0.151135219,0.818537418,0
-1.007848076,-0.407202513,1.008503503,0.111177711,0.477299673,-0.157608974,-0.932928613,0
-0.855643923,-0.766416518,0.506740705,0.413828902,0.96969994,0.397095881,-0.307570363,0
-0.764191359,-0.317332003,1.054779959,-0.842114758,0.001201723,-0.811537604,0.113100155,0
-1.819295969,-1.003150659,-0.405352609,2.710286631,2.967090476,1.800097251,0.394005118,0
-1.069663911,-0.255650724,1.202057497,-0.033715382,0.270178968,-0.287732787,-0.833115063,0
-0.543324633,-0.912077208,0.207711741,-0.066264752,0.581208647,-0.694467656,2.561706948,0
-0.877637599,-0.606742888,0.606909351,0.532945639,0.807132463,-0.343104414,1.43848504,0
-0.202489248,-1.301403065,0.053265417,0.241398422,0.729387676,-0.458095878,1.112908608,0
-0.684615426,-0.742020949,0.741807512,0.190304941,0.615699789,-0.136807887,-1.194550288,0
-0.540445872,-0.975461499,0.271182008,0.411064071,0.853539827,-0.364497426,1.262028179,0
-0.237394113,-1.656998279,0.162769876,1.075157556,-0.644257669,-0.491730457,0.965659636,0
-0.596516033,-0.694970715,0.394239126,-0.052314167,0.789932405,-0.259628295,0.367491822,0
-1.140781072,-0.911514186,-0.383888203,1.067754842,-3.540666633,2.509957315,-0.165776337,0
0.037221226,-1.166013362,-0.878858812,-1.450069621,-0.049158652,0.661558489,-1.191217714,0
0.461076861,-1.743211831,-0.475634511,-1.735825696,-0.12672756,-0.459072017,0.177997772,0
-1.397946513,-0.074157179,1.246655331,0.494086191,0.696407597,0.036397955,-0.831794023,0
-2.425183446,0.386534922,0.031721247,1.450459354,1.859742208,1.917615906,-0.269792563,0
-0.431057428,-1.62684184,-0.846736459,0.838377257,1.961541488,1.06368363,-0.049606761,0
-0.813548284,-0.770780385,0.626677487,0.511940815,0.901702595,0.113483447,-1.227178063,0
-0.689639585,-0.647036568,0.695367583,-0.16429438,0.509484897,-0.002916228,-1.259970662,0
0.166653211,-1.719281334,-1.082096659,-0.095415751,-0.990123989,0.586014806,-0.144616855,0
-1.251148959,-0.08437867,1.321128894,0.274068718,0.499877157,-0.162845561,-0.856099863,0
-0.803388496,-1.193976917,0.539333541,1.254405841,-0.42854534,-0.098625176,0.364170277,0
-0.619211601,-1.2417268,0.922033989,0.63147838,-1.306186098,-0.388625141,0.917287286,0
-0.666464214,-1.855525692,-1.034786539,1.209850037,2.314910065,1.875533762,-1.328371681,0
0.572726035,-2.003900624,-0.897802262,-0.45143343,0.940405796,-0.099578529,0.42497019,0
-0.902921273,-0.397616375,0.682199624,0.123165961,0.876006152,-0.472836944,0.693746263,0
0.183356102,-1.718923095,-0.534134753,-0.46444254,0.787788934,0.180450864,-0.175827779,0
-1.06062158,-0.383904449,0.989703255,0.216094787,0.830952152,0.007215422,-0.381020488,0
-0.882866536,-0.225612914,-0.004431528,-0.947207656,-0.238076716,0.008338754,0.144111701,0
-1.348769464,-1.166791324,0.565694157,2.072694488,-2.872326979,2.203115759,-1.561799892,0
0.513971963,-1.732836258,-0.585130332,-1.688720727,-0.181884605,-0.751676492,1.255032185,0
-0.361863824,-0.879128725,0.168731758,-0.655151985,0.819972353,0.13638766,-1.547035435,0
-1.678531857,0.573172022,0.661826079,-0.146574473,0.148209674,0.260442184,0.95754982,0
-0.980232642,-1.267228082,0.361595323,1.706561322,-0.070332222,0.226065001,0.966062061,0
-0.628739534,-0.844141158,0.854897779,-0.067137377,0.22838126,-0.162423817,-0.481470181,0
-2.187205485,-0.819773024,0.338881583,3.359619291,1.271732438,1.677569209,-0.566335133,0
-1.385737666,-0.150864501,1.087508629,0.587426395,0.840754919,0.081918898,-0.649010987,0
-0.540813493,-0.553069361,0.96052462,-1.646743167,-0.710626952,-1.013229686,-0.501135978,0
0.614464868,-1.864276008,-0.61040665,-1.535584749,0.177553362,-0.407077218,-0.047826259,0
0.168321511,-1.73364606,-0.767725296,-0.250219605,1.142608428,0.206610402,-0.237917691,0
-0.98906672,-0.435920783,1.187807395,0.190365123,0.445808721,-0.033729083,-0.606207288,0
0.139559889,-1.431949685,-0.428626486,-1.003989542,0.463235707,-0.366509032,0.953076374,0
-1.678960365,0.051905696,1.300835886,0.838054528,0.872030602,0.284345582,-0.758477755,0
0.157005724,-1.624608619,-0.418131098,-0.456498431,0.76024734,0.125595573,-0.1753528,0
0.584867233,-2.12399669,-1.105995566,-0.122658583,1.270250818,0.059847657,0.504903605,0
-0.351582718,-0.982391753,0.418729585,-0.588501468,0.453114512,0.313592358,-1.786600416,0
0.0009845,-1.706781289,-0.664166732,0.119848518,1.357924445,0.545923835,-0.305766148,0
-0.106627609,-0.965548817,-0.934388773,-1.236180925,0.171024978,0.512449316,-0.716451314,0
-0.433943915,-0.377581745,0.431089423,-2.200163981,0.002241103,-0.794384597,0.186400434,1
-0.223580655,-1.209593664,0.085907272,0.05349657,0.89214502,0.004005773,-0.584633316,0
0.567733467,-2.03072009,-1.013973858,-0.491725408,0.991326405,-0.121772644,0.674242793,0
-0.515673784,-0.995743534,0.312350874,0.174100178,0.554945088,-0.510242471,2.010569228,0
-1.342689314,0.093680525,1.438511812,0.074929515,0.432017841,-0.277014637,-0.730941501,0
-1.184653164,-0.308945636,1.019640093,0.063427608,0.463920844,-0.092087551,-0.773765927,0
-0.455750608,-1.029589193,0.41776221,-0.101952007,0.418847735,-0.382520667,0.536930231,0
-0.66330162,-1.229693766,-0.383573225,0.84854749,1.645462681,0.462885981,0.979116906,0
-1.512178808,-0.378464279,0.730068607,0.897061765,1.206601351,0.546964141,-0.865959167,0
0.650828837,-2.122688026,-0.806997768,-0.630782728,0.726887821,0.045428731,-0.434067938,0
-1.583740322,0.906386915,1.652351021,-0.825462849,0.956101376,-0.819144337,-0.426620662,0
-0.351373137,-1.202779325,0.121907947,0.224387087,0.838919444,0.096398587,0.110100404,0
-1.984174874,-0.563429799,-0.043298634,2.246727001,2.510233309,1.323051902,0.715963224,0
-0.86750562,-0.40634869,1.083635531,-0.67413874,-0.320926033,-0.755517405,1.071027866,0
-0.409717168,-1.042694443,0.062612916,-0.548770227,0.677602887,0.309035143,-1.485225048,0
0.183621916,-1.652362846,-0.359262228,-0.55505266,0.685619714,0.272063706,-1.878222189,0
-1.436958306,0.112407804,1.299136772,0.249356732,0.872669981,-0.096293232,-0.358831451,0
0.583088903,-1.961398722,-0.968515295,-1.579076655,0.276958401,-0.485843893,0.923768159,1
0.658069388,-2.068672516,-0.515652578,-1.381744072,-0.015272506,-0.132298924,-0.347208268,0
0.673609683,-1.943406579,-0.871165125,-1.687540544,0.055056179,-0.686250948,1.132076106,0
-0.56974618,-0.918175921,0.581797057,0.211336149,0.49216599,-0.29328102,0.483161635,0
-0.921602409,-0.291030582,0.783327621,-0.780739384,0.094129665,-0.946821158,1.996218849,0
0.496395879,-1.814221356,-0.771389544,-0.86073766,0.649161899,-0.364113496,0.869842773,0
0.098710235,-2.298599401,-0.781031673,0.883199767,-0.125530727,0.46134917,0.391329201,0
-1.179290788,-0.528199579,0.730825195,0.681840052,0.78368372,-0.011083701,1.596889132,0
-0.736889215,-0.753620209,0.689906687,0.260683375,0.693419331,-0.054111478,-1.179803116,0
-1.558034388,0.525119597,0.615919081,-0.31728215,-0.041304308,0.073217699,0.765297257,0
-0.808964831,-0.681158632,0.130308301,0.480733921,1.529823806,-0.287384134,1.556040325,0
-0.637324396,-1.196702765,0.767337267,0.830333488,-1.060148399,-0.475874197,1.089844587,0
0.143511367,-2.623224693,-0.992069381,1.372211936,-2.658436704,2.391596529,-1.625014032,0
-0.887271917,-0.504555531,-0.567968032,0.158002121,0.718608044,0.339439714,1.452927221,0
-0.579188195,-1.062991691,0.575004854,0.140329419,0.484942867,0.053406026,-0.582976777,0
-0.626901409,-0.799580963,0.218736127,-0.032301423,0.793934922,-0.234515951,1.280541252,0
-1.563327212,-1.328403648,-0.796117245,1.517161668,2.270427347,1.471724675,0.788601367,0
0.735637167,-2.152816794,-0.817753965,-1.009565112,0.458170759,-0.128028795,-0.32515182,0
0.119405025,-1.636516213,-0.539314119,-0.241541454,1.109983038,0.311970941,-0.90125264,0
-0.727821554,-0.846401539,0.3117332,0.59780207,0.956025787,-0.294172746,1.545876364,0
-0.08619105,-1.400004358,-0.07928622,0.119825772,0.703792493,-0.559415378,1.308852639,0
-2.893108122,-0.54555628,-0.337678783,3.692078511,4.138215558,3.153528251,-1.484577783,0
-1.28290998,-0.18259266,1.36985586,0.366748254,0.520377026,0.072418676,-0.476127323,0
-0.912818871,-0.571479752,0.895168838,0.251725207,0.525992393,-0.072922268,-1.039701396,0
-0.211764438,-1.001845819,0.11407826,-0.679591274,0.774874371,0.089497988,-1.639985819,0
-1.949765936,0.366903966,1.694119283,0.745724458,0.714170111,0.370352012,-1.217317882,0
-0.699142369,0.445400853,-0.402078451,-1.927302814,1.285567977,-0.058933625,-0.391380125,0
-0.23962444,-1.685162774,0.352942282,0.847368596,-0.965690048,-0.418124596,0.82795684,0
-0.897754182,-0.594922814,0.338762548,-0.011852639,0.853846975,-0.054664151,0.598038803,0
0.038038675,-1.525304137,-0.124703967,-0.513895356,0.63260428,0.357493983,-1.193329523,0
-0.960058232,-0.591314722,1.061948021,0.241283488,0.319788883,0.007688185,-0.370020609,0
-1.768204139,-0.19403681,1.592377416,1.665246155,-0.588915191,0.200947094,-0.460317401,0
-0.930048612,-0.552515965,0.660989477,0.326440111,0.766222282,-0.209633212,-0.173933664,0
-1.542655181,0.431991029,0.650546866,-0.013505944,0.246446756,0.477369127,-0.928702385,0
-1.236582621,-0.5865666,0.627157419,1.030041022,1.07349069,0.205756713,1.494529794,0
-1.086409743,-0.125563932,-0.116717806,-0.057600476,0.338132567,0.10624067,1.670206549,0
-0.743103122,-1.02078164,0.875786154,0.114573665,-1.389506346,-0.545706927,-0.271034423,1
-1.120150146,-0.352912169,0.840608674,0.402320272,0.92743802,0.328343114,-1.206787131,0
0.192018389,-1.466045849,-1.68459507,-1.209189784,0.414911422,0.412225731,0.873761987,0
-0.136122909,-1.674241631,-0.418990404,0.115024101,1.269242973,0.91224348,-1.54308264,0
-1.290230666,-0.331803343,0.924393955,0.822677808,0.94596622,0.118223694,0.070658952,0
0.272284972,-2.302757031,-0.660490258,0.850895229,-0.138215261,0.392680047,-0.620919769,0
-0.897569239,-0.917740495,0.299656818,0.724308611,0.967112673,0.041927502,1.624872608,0
0.305354253,-1.59352341,-0.45877952,-1.691982366,-0.010710687,-0.461080892,0.481334633,1
-0.788869657,-0.618964916,0.815867843,-0.099832511,0.415712569,-0.236026527,-0.992206443,0
-1.851225095,0.961343384,1.703607954,-0.102938688,1.26418367,-0.26753773,-0.993786134,0
-1.730962806,-0.940705705,-0.485063209,2.59892979,2.781018862,1.490584686,1.247807055,0
-1.754393903,0.333046941,1.443872056,0.688902513,0.718845941,0.07998454,-0.892332825,0
-0.78112591,-1.084701765,-0.059047456,1.1330762,1.402739186,0.280208192,0.501508594,0
-0.622581892,-1.271638043,0.458779963,1.382213627,-0.576394811,-0.273739627,0.842019326,0
0.33861821,-1.766708259,-0.479728813,-0.679434548,0.530802583,0.195658113,-1.313902644,0
-1.285749461,-0.660256459,0.986154407,1.624344715,-0.511603827,0.065240807,-0.533999955,0
-0.196868038,-1.191891236,-0.186942624,-0.103816013,0.828484166,0.139286061,-0.083781816,0
0.286501539,-1.872911614,-0.590154865,-0.246146578,0.794737284,0.459914207,-1.43892664,0
0.513012845,-2.247514605,-1.043655271,0.538661919,-0.053636601,-0.235584926,1.051840761,0
-1.153393429,0.036455439,0.852966711,-0.02876196,0.870361654,-0.229390922,0.01358541,0
-0.236713167,-0.700228394,-0.77007047,-1.455448238,-0.100370004,0.340619727,-0.343958476,0
-0.542888311,-1.018577906,0.205006912,0.553580035,0.893466691,-0.138740874,0.32227965,0
-0.776350257,-0.680331855,0.565574049,0.484619042,0.679360387,-0.251594149,0.504767459,0
-0.961924419,-0.349116092,0.704009323,0.204631206,0.720384125,0.024950394,-1.004836492,0
-1.69174058,0.03129854,0.381829498,1.427556217,-0.52662186,0.723790233,-0.609126976,0
0.278783184,-2.186739108,-0.688089214,0.641647037,-0.569904421,-0.387300045,1.243811045,0
-1.221858198,0.417549917,0.963350283,-0.300855737,1.476646929,-0.640452101,-0.656216062,0
-1.194345625,-0.56172881,1.098931316,1.306966633,-0.741244152,-0.24548054,-0.264689538,0
-1.067090469,-0.284193549,0.463797124,0.459144539,1.106206056,-0.487072502,1.772690483,0
-1.23382287,-0.299080965,0.666331306,0.452824842,0.958935093,-0.023840893,-0.055603244,0
-1.28974957,0.55381989,1.191951789,-0.414543335,1.260706892,-0.700113532,-0.78609154,0
-1.477419628,0.580052827,0.571135125,-0.252146664,0.05557716,0.002073158,0.841173184,0
-0.770790813,-0.558198792,0.659333852,0.329799388,0.663707811,-0.38919698,0.530600909,0
-1.590755221,0.348743217,1.598880406,0.479232903,0.449959993,-0.164265123,-0.93431406,0
-1.369947657,-0.306271227,0.905815873,0.310930659,0.441567476,0.132805443,-0.494624421,0
-0.629831973,-1.47791726,-0.072743682,1.874482262,-0.009467827,-0.146892304,1.782399477,0
-1.491585217,0.702955048,0.226146231,-0.296052741,0.621523159,0.236364462,-0.016475762,0
-1.582490601,1.326090441,0.616099982,-1.422794776,0.70990783,-0.165528745,-0.803174705,0
-0.082593412,-1.000251718,-0.191550785,-0.682113689,0.946535712,-0.175079454,-0.665557644,0
-1.049262528,-0.085698201,-0.284870732,0.116981671,0.532948938,0.07127092,1.553912601,0
-1.176683415,-0.784437776,0.630632902,1.875300196,-0.255074115,-0.209444326,1.913144471,0
0.27740643,-2.08651195,-0.479838578,0.491184472,-0.76755875,-0.131865925,1.058756347,0
-0.899056217,-0.143240568,-0.221541733,-0.347867746,0.312907252,0.429678268,-0.338683681,0
-0.711669159,-0.625688887,0.468885751,0.416369201,0.70118147,-0.554208529,1.367232317,0
-1.186852919,0.181817977,0.391388059,-0.500328917,-0.170040161,0.51097,-0.540084804,0
-0.331568286,-1.20271118,0.096119715,0.074030016,0.504762819,-0.341248859,0.406887761,0
-1.620709177,1.175737262,1.645333802,-0.979771749,1.262556507,-0.965165734,0.174165086,0
-1.296242311,0.662260066,1.007144901,-0.398950126,1.500700037,-0.978042494,0.2980007,0
-0.589038483,-0.549055498,0.430209203,-0.332648703,0.663328168,-0.399508542,0.42133148,0
-0.913708248,-1.503151787,0.374030898,1.622117832,-3.619021259,1.7502784,-0.318218321,0
-0.923998251,-0.219735362,0.134371546,-0.448994821,-0.164682215,0.314453445,-0.505013749,0
-0.5270983,-1.191513095,0.420759007,0.91331522,-0.903698441,-0.764003587,1.86740938,0
-0.17657876,-1.001144335,-0.050774357,-0.640931945,0.33634037,-0.75831226,1.454292467,0
-0.634943784,-1.272744846,0.22334285,1.397366957,-0.503075429,-0.48565291,1.979701633,0
-0.412878338,-0.910706931,0.002382328,-0.070976848,0.659934217,-0.450232444,1.389370255,0
0.031468959,-1.142436427,0.107750894,-1.593024324,-0.217665395,-0.343752074,-0.742879029,1
-0.700326686,-0.490426343,0.499395584,-0.078787671,0.493839666,-0.857339358,1.768165156,0
-0.391022647,-0.858485548,0.049042142,-0.035529562,0.743297339,-0.490514121,1.331914621,0
-0.766968127,-0.563345142,0.862322425,0.072277399,0.434117553,-0.240674229,-0.484303476,0
-0.232048196,-1.414806628,-0.546780548,0.199949437,1.383961796,0.681759619,-1.911516978,0
-1.317426065,-1.876392995,0.47931901,3.558004378,-4.28647745,2.501984275,-0.67921392,0
-0.157794916,-0.786835178,-0.228934525,-0.87952897,0.974067101,-0.549743071,0.973993773,0
-1.147876483,-0.074331944,0.833595745,0.317872942,1.22259448,-0.17544612,-1.038104653,0
-0.895712118,-0.245896074,0.881460129,-0.091078983,0.652364824,-0.438303629,-1.000513964,0
-0.916200073,-0.368290941,0.566655814,0.348349581,0.84869507,-0.569941265,1.50005078,0
-0.875545654,-0.224367084,0.487989444,0.084621374,1.176508802,-0.723923751,1.489230317,0
-0.475952754,-0.828164639,0.587180944,-0.522073926,0.043430531,-0.176639365,-0.604765884,0
-0.916042611,-0.473802677,1.026658602,0.308149627,0.435173869,-0.040550895,-1.32739124,0
-0.15158967,-1.134781023,0.086082309,-0.927523666,0.191442992,0.017221464,-0.883503175,0
-0.189144915,-1.704469252,-0.091568089,1.133218758,-0.649220711,-0.613358832,1.797094085,0
-0.513605686,-0.838566518,0.279677337,0.110986052,0.554766365,-0.29678889,1.359765114,0
-0.888382198,-0.409904201,0.639638807,0.376886337,0.578551276,-0.646202458,1.734123198,0
-0.277523341,-1.030477288,0.06302107,-0.071728994,0.709575964,-0.27540298,0.376323305,0
0.529718559,-2.267198791,-0.802551957,0.308592981,-0.59089833,-0.230959657,0.100864528,0
-0.844246296,-0.458456521,0.608277833,0.322838895,0.527945402,-0.665844509,1.732734501,0
-0.773412901,-1.007358214,0.811396919,1.199141683,-0.795812194,-0.244861886,-0.720714798,0
-1.104417215,-0.440224481,0.908182062,1.069877858,-0.250523174,-0.483650881,0.520980994,0
0.318188261,-1.997081347,-1.130809105,-0.10148842,1.333955233,0.409214211,-0.416752597,0
-0.982234571,-0.290790603,0.953765016,0.090590357,0.299332778,-0.482193926,0.156983105,0
-1.251089772,0.078191683,1.139096525,0.117965498,0.575332119,-0.054826752,-1.022920738,0
-1.795970955,0.978300288,1.014421434,-0.521020961,-0.350119333,-0.023493041,-0.316373169,0
-0.046205715,-1.449440697,-0.291051275,0.2601946,0.82627113,-0.496529687,1.006680559,0
-0.362988835,-0.791071685,0.094639352,-0.121799432,0.903935946,-0.858529849,1.499930099,0
-0.069252643,-1.27189048,-0.260637527,-0.064986739,0.69030797,-0.459027241,1.157016911,0
-1.123739527,-0.210327511,1.02542353,0.486348463,0.518802698,-0.345682119,0.725253535,0
-0.456229881,-0.925599932,0.396119332,0.108115511,0.464021621,-0.451987167,0.44314134,0
-0.473302559,-0.789949088,0.453859874,-0.012010711,0.791615301,-0.375010447,-0.252351983,0
-1.109871899,-0.414383397,0.976485293,0.530733327,0.57270421,0.06179792,-0.39967215,0
-1.453863609,0.476513428,1.197783074,0.063184382,1.121514492,-0.553086258,0.310656032,0
0.164437494,-1.427342244,-0.574470705,-0.34721047,0.910536393,-0.178215161,0.000661895,0
-0.285991238,-1.119603252,0.117654192,-0.004980252,0.643672745,-0.442357771,0.357539726,0
-1.050402747,-0.186946422,1.031748567,0.190617561,0.55952749,-0.304373569,-0.97089985,0
-0.212647122,-0.916389909,-1.072564531,-0.791745042,0.394708345,0.615409244,-0.172800768,0
0.675074345,-2.015057747,-1.047982326,-0.594500761,0.788591209,-0.273588821,0.426587479,0
-0.749546251,-1.076237863,0.848610714,0.886126819,-1.031908273,-0.256252469,0.017195114,0
-1.346707567,-0.147602984,0.885191111,0.601584523,0.966365383,0.077491907,-0.914916338,0
0.454033056,-1.931934593,-1.058339225,-0.301415846,1.012251009,-0.047321034,0.469366955,0
-0.37964407,-1.05070218,0.120455525,0.471651434,0.777317216,-0.484037407,1.137303553,0
0.416273241,-1.732755208,-0.690253543,-0.568079982,0.734715604,-0.087959869,-0.731983749,0
-1.157077577,0.002388863,1.060503255,-0.652598816,0.390612874,-0.42252788,-1.255496022,0
-0.532945759,-0.487740535,0.343546715,0.11611198,0.58530483,-1.059942296,0.913399869,0
-0.71345223,-0.495856812,0.749318538,-0.787519053,-0.214314038,-0.864998162,1.002296334,1
0.20926191,-2.546871503,-1.059518064,1.007797324,-2.98491176,2.10550308,-1.504613568,0
0.321532622,-1.203884198,-1.37560279,-1.763344049,-0.226684164,-0.121339553,0.770911635,0
-1.501446205,-0.620913239,-0.044733704,1.872923674,2.007027199,0.607249979,1.602829689,0
-1.33278775,-0.076917092,1.082353511,0.584357799,0.743080959,-0.030666072,-0.912574172,0
0.23090974,-1.819051778,-0.995427447,0.121832115,1.264568058,0.188933229,0.452229642,0
0.355616003,-1.683469712,-0.7930885,-0.325897953,0.874158483,-0.233960462,0.751199656,0
-0.407534742,-0.604371895,-0.716627142,-0.316836591,0.478975943,-0.223485077,1.90515267,0
-1.377679858,0.109468576,1.358143793,0.426787391,0.462829127,-0.217960781,-0.823718519,0
-0.084515814,-1.41694635,-0.02977944,0.310245593,0.697499793,-0.307823973,0.11727685,0
-1.042998801,-0.337952803,0.972129188,0.287731926,0.481673162,-0.177000093,-0.557593246,0
0.126433934,-1.162181214,-1.206440247,-0.980125189,0.280184726,0.454342366,-0.337349897,0
-0.563015334,-0.729711976,0.604136779,-0.143616035,0.360092519,-0.403308956,-1.129937363,0
-0.150700956,-0.890435421,-0.74297732,-1.017919535,0.074039903,0.679715743,-1.250988037,0
-1.890899385,1.871957304,0.907000649,-1.426705244,1.547453363,-0.302230273,-1.470911855,0
-1.674916383,0.64259746,0.804151439,-0.508014108,-0.36377358,0.154160443,0.884117197,0
0.362139054,-1.669155634,-0.701206025,-0.357843592,1.021715423,-0.000869251,-0.814349449,0
-0.576349264,-0.513434537,0.24166613,-0.45911341,1.063149916,0.075543011,-1.527414075,0
-0.995894619,0.022221232,-0.017677005,-0.243178291,0.180585674,-0.056287438,0.56490655,0
-0.699502658,-0.597939582,0.652995414,0.207093333,0.717748969,-0.257116832,-1.216594303,0
-1.070983738,-0.231375719,1.043748364,0.178356425,0.237576966,-0.485196195,0.835457825,0
-0.409679239,-1.580742059,0.229627464,1.280775187,-0.553884672,-0.052027227,-0.972127309,0
0.24626464,-1.554984219,-0.692487187,-0.278277025,0.903368195,-0.225364633,0.797698536,0
-1.01209082,-0.10102982,0.738024641,0.135839317,1.183801522,-0.499018938,0.6510294,0
-1.248079909,-0.018714957,1.225234832,0.365516902,0.508876431,-0.235522347,-0.892745801,0
0.224470499,-1.560960677,-0.59076379,-0.796173907,0.715014389,-0.011436946,-0.962840985,0
-1.186851999,0.033887761,0.92481571,-0.095730117,1.021414189,0.008461699,-0.448978684,0
-1.236579319,0.341295212,0.029500374,-0.163155291,0.577502522,-0.108593637,1.494250032,0
-0.635444023,-0.877892344,0.064695475,0.067310093,1.06952893,0.626271756,-2.041617858,0
-0.244089536,-1.151446907,0.047566227,0.039845698,0.787894417,-0.421436596,0.292096016,0
-0.237436213,-1.185775085,0.194356137,0.020322719,0.405236105,-0.465190445,0.348016704,0
-0.183412945,-1.351886221,-0.046114886,0.380890723,0.838069071,-0.235103375,0.148047038,0
0.584892497,-2.028593772,-1.156707283,-0.210969593,1.110896485,-0.098627866,0.553717086,0
0.81397705,-2.103044339,-1.087637149,-1.072036571,0.416382343,-0.485905598,0.551017841,0
0.437498802,-1.766892409,-0.653611011,-0.66906425,0.597239195,-0.117412308,-0.277023354,0
-0.656689265,-0.797151621,0.511530777,0.365005443,0.694372837,-0.191228976,0.012292464,0
-0.550071825,-0.631684639,0.322601526,-0.258834239,0.550573266,-0.428593212,-0.201070371,0
0.659130613,-2.059583695,-0.901162396,-0.568695453,0.708010628,-0.040456511,-0.460127914,0
0.13660375,-1.088178374,-0.246823202,-1.192408089,1.053390398,-0.192512172,-1.162457457,0
-0.544553914,-0.877497503,0.490567066,0.214331672,0.383838298,-0.402892614,0.480912261,0
0.18765477,-1.514966423,-0.484030676,-0.330994922,0.610649072,-0.560379163,1.094181014,0
0.765102683,-2.196440745,-1.207532105,-0.250967748,1.048168122,-0.094409179,0.22444257,0
0.207964502,-1.241461747,-1.268674747,-1.086988585,0.214341462,0.412682208,-0.343140676,0
0.367615851,-1.610849003,-0.565713481,-0.842411702,0.581363309,-0.176884366,-0.820804084,0
-0.394029988,-1.021570532,0.288100831,0.294113705,0.66907047,-0.315835425,-0.325275652,0
-1.700583247,0.462281455,1.58743474,0.425752624,0.505504999,-0.208059494,-0.619108552,0
-0.798134551,-0.396986192,-0.396530918,0.062235401,0.627834365,0.383022381,-0.368165739,0
0.244217317,-1.691860962,-0.850585921,-0.154751851,1.148858692,0.089067743,-0.337282352,0
0.493318276,-1.806677159,-0.83431403,-0.560016152,0.776389009,-0.184041389,-0.336437839,0
-0.346397446,-1.012313854,0.587682006,-0.543696397,-0.145693871,-0.475614685,-0.44999186,1
-0.987943813,-0.40609354,0.729239151,0.119063593,0.592296363,0.107982565,-0.735426008,0
0.20007909,-1.870552604,-0.924776852,0.076199005,1.245186679,0.435575614,-0.398303885,0
-0.707465389,-1.400064206,-0.686754846,1.35805144,1.847741542,0.394810482,1.285502248,0
-0.554468195,-0.535686539,-0.880550081,-0.615044114,0.704398234,0.742298688,-0.697229522,0
-0.653197828,-1.296064456,0.52311142,1.401904038,-0.778837946,-0.255400895,0.893178096,0
-0.638660008,-0.808986778,0.516925579,0.27144256,0.598438051,-0.232711182,0.046559794,0
-1.058291567,-0.388683187,0.910206888,0.422558014,0.340490943,-0.302856251,0.756395839,0
-0.572944172,-0.674293424,0.163835261,0.201526,1.085715534,-0.66931204,1.516991329,0
-0.6676137,-1.333373267,-0.782613879,0.723233794,1.75075594,0.592201779,0.19950118,0
-0.863830289,-0.552535257,0.640766778,0.502844717,0.758610851,-0.217450737,-0.101565892,0
-1.248731821,-0.103307723,0.899971554,0.063198019,0.655241056,0.137203327,-1.194877201,0
-0.13642064,-1.339346632,0.044640882,0.218611118,0.605036958,-0.358044787,0.192369663,0
-0.771130784,-0.952335127,0.644568841,0.788832294,-0.663847949,-0.35599132,-0.592546275,0
0.482396423,-2.137203017,-0.777716854,-0.649170601,-1.239189494,-0.688296789,1.428996187,0
-0.283972372,-1.135801823,0.10103225,-0.736775391,0.045671485,-0.680654093,0.716816883,1
0.000119133,-1.428288391,-0.239874781,0.206460953,0.779994647,-0.57307814,0.984757161,0
-0.238789862,-1.81058552,-0.039504908,1.430720494,-0.424340241,-0.147504369,0.586820974,0
0.898229893,-2.26701437,-1.165433797,-0.830575764,0.622441309,-0.250102278,-0.060238528,0
-0.861212712,-0.367829632,0.919752281,-0.302041118,0.250546701,-0.124828347,-0.47574296,0
0.643012711,-2.060727465,-0.914136367,-0.525189588,0.669152349,-0.112596582,0.409109707,0
-0.285358854,-1.103155759,0.271394957,-0.111206781,0.291297797,-0.534763952,0.436261199,0
0.710140931,-2.137738745,-0.976063943,-0.469540879,0.805275997,0.01334759,-0.537756464,0
-1.025314775,-1.353724452,-0.576132404,1.775708566,2.053719433,0.907807091,1.106790853,0
-0.808021216,-0.706244318,0.519690684,0.450065654,0.647480558,-0.21524851,0.558096643,0
-0.854127128,-0.894069034,0.527147377,1.245206557,-0.247104916,-0.394823158,1.20245973,0
